complaint_id,customer_id,complaint_date,product,sub_product,issue,sub_issue,complaint_channel,customer_age,customer_segment,geography,account_tenure_months,transaction_frequency,monthly_spend,complaint_text,response_date,resolution_date,resolution_status,resolution_type,escalation_flag,satisfaction_score,agent_team,resolution_time_days,sla_breach_flag,repeat_complaint_flag,severity_level
CXP-2024-00192,CUST-10164,2024-10-27 08:54:00,Credit Card,Travel Elite Card,Fraud & Unauthorized Transaction,Phishing transaction alert,Mobile App,50,Mass Market,West Coast,23,10,1539.86,Disputed charge and phishing transaction alert on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2024-10-27 20:54:00,2024-10-28 20:54:00,Closed with Monetary Relief,Full Refund,0,4.0,Fraud Ops,1.5,0,0,HIGH
CXP-2024-00141,CUST-10164,2025-07-20 15:49:00,Credit Card,Basic Credit Card,Fraud & Unauthorized Transaction,Unrecognized charge at foreign merchant,Mobile App,50,Mass Market,West Coast,23,10,1539.86,Filing a formal complaint about unrecognized charge at foreign merchant. Resolution has taken too long and I am considering closing my account.,2025-07-21 12:49:00,2025-08-04 01:49:00,Closed with Explanation,Dispute Denied,0,3.0,Fraud Ops,14.42,1,0,HIGH
CXP-2024-00395,CUST-10165,2024-07-02 12:38:00,Digital Banking,Mobile App Android,Digital Dispute Tool Error,Document upload failing for chargeback,Phone / Contact Center,75,Mass Market,Southeast,15,4,791.66,Disputed charge and document upload failing for chargeback on Mobile App Android. The app crashed and agent on phone was unable to waive fees.,2024-07-03 01:38:00,2024-07-16 13:38:00,Closed with Explanation,Dispute Denied,0,3.0,Digital Tech Support,14.04,1,0,MEDIUM
CXP-2024-00202,CUST-10165,2024-09-22 13:36:00,Digital Banking,Mobile App Android,Digital Dispute Tool Error,Document upload failing for chargeback,Phone / Contact Center,75,Mass Market,Southeast,15,4,791.66,Disputed charge and document upload failing for chargeback on Mobile App Android. The app crashed and agent on phone was unable to waive fees.,2024-09-22 20:36:00,2024-10-01 15:36:00,Closed with Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,9.08,1,1,CRITICAL
CXP-2024-00275,CUST-10165,2025-03-21 17:16:00,Credit Card,Platinum Rewards Card,Billing & Fee Dispute,Annual fee charged unexpectedly,Mobile App,75,Mass Market,Southeast,15,4,791.66,I am writing regarding my Platinum Rewards Card account. I encountered a severe annual fee charged unexpectedly on 2025-03-21. I tried resolving this via Mobile App but the service was disappointing.,2025-03-22 01:16:00,2025-03-24 02:16:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Billing Services,2.38,0,0,LOW
CXP-2024-00243,CUST-10165,2025-05-15 10:39:00,Digital Banking,Mobile App Android,Digital Dispute Tool Error,Dispute submission button unresponsive,Web Portal,75,Mass Market,Southeast,15,4,791.66,Disputed charge and dispute submission button unresponsive on Mobile App Android. The app crashed and agent on phone was unable to waive fees.,2025-05-15 20:39:00,2025-05-18 19:39:00,Closed with Explanation,Policy Explanation,0,4.0,Digital Tech Support,3.38,0,1,HIGH
CXP-2024-00311,CUST-10166,2024-01-01 16:56:00,Digital Banking,Web Online Portal,Security & Credentials,Account locked after password reset,Mobile App,68,High Net Worth,West Coast,2,45,8252.41,Extremely frustrated with the account locked after password reset on my Web Online Portal. This has happened multiple times and customer support failed to resolve it promptly.,2024-01-02 12:56:00,2024-01-06 22:56:00,Closed with Explanation,Dispute Denied,0,1.0,Digital Tech Support,5.25,1,0,MEDIUM
CXP-2024-00220,CUST-10166,2025-07-06 19:00:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Annual fee charged unexpectedly,Phone / Contact Center,68,High Net Worth,West Coast,2,45,8252.41,Urgent issue: Annual fee charged unexpectedly regarding Credit Card. I request an immediate refund and resolution. My account tenure is 2 months and I expect better service.,2025-07-07 04:00:00,2025-07-17 03:00:00,Closed with Non-Monetary Relief,Statement Credit,1,3.0,Tier 2 Escalations,10.33,1,0,CRITICAL
CXP-2024-00425,CUST-10167,2024-11-11 12:07:00,Credit Card,Travel Elite Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Branch,37,Emerging Wealth,Midwest,134,19,3234.42,Urgent issue: Card cloned at gas station regarding Credit Card. I request an immediate refund and resolution. My account tenure is 134 months and I expect better service.,2024-11-11 19:07:00,2024-11-13 23:07:00,Closed with Non-Monetary Relief,Fee Waived,0,5.0,Fraud Ops,2.46,0,0,HIGH
CXP-2024-00155,CUST-10168,2025-05-20 14:24:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Annual fee charged unexpectedly,Web Portal,43,Mass Market,West Coast,28,10,3049.93,Filing a formal complaint about annual fee charged unexpectedly. Resolution has taken too long and I am considering closing my account.,2025-05-21 11:24:00,2025-05-22 18:24:00,Closed with Non-Monetary Relief,Full Refund,0,3.0,Billing Services,2.17,0,0,LOW
CXP-2024-00321,CUST-10170,2024-03-10 10:34:00,Credit Card,Basic Credit Card,Interest Rate Dispute,APR increased without prior notification,Web Portal,42,Emerging Wealth,West Coast,59,22,3537.46,Disputed charge and apr increased without prior notification on Basic Credit Card. The app crashed and agent on phone was unable to waive fees.,2024-03-10 13:34:00,2024-03-16 14:34:00,Closed with Non-Monetary Relief,Fee Waived,1,5.0,Tier 2 Escalations,6.17,1,0,CRITICAL
CXP-2024-00404,CUST-10170,2025-08-17 14:48:00,Savings Account,Money Market Account,Account Maintenance,Joint owner addition delayed,Mobile App,42,Emerging Wealth,West Coast,59,22,3537.46,Urgent issue: Joint owner addition delayed regarding Savings Account. I request an immediate refund and resolution. My account tenure is 59 months and I expect better service.,2025-08-17 21:48:00,2025-08-23 02:48:00,Closed with Explanation,Dispute Denied,0,1.0,Tier 1 General,5.5,1,0,MEDIUM
CXP-2024-00071,CUST-10170,2025-09-09 09:55:00,Savings Account,High Yield Savings,Interest Rate Dispute,Tiered balance APY threshold issue,Mobile App,42,Emerging Wealth,West Coast,59,22,3537.46,Disputed charge and tiered balance apy threshold issue on High Yield Savings. The app crashed and agent on phone was unable to waive fees.,2025-09-09 12:55:00,2025-09-10 20:55:00,Closed with Monetary Relief,Fee Waived,0,5.0,Tier 1 General,1.46,0,1,HIGH
CXP-2024-00185,CUST-10171,2025-01-04 09:25:00,Savings Account,Certificate of Deposit (CD),Interest Rate Dispute,Interest payout missing for month,Written / Mail,56,Small Business,Northeast,16,56,9585.45,Disputed charge and interest payout missing for month on Certificate of Deposit (CD). The app crashed and agent on phone was unable to waive fees.,2025-01-04 11:25:00,2025-01-05 14:25:00,Closed with Monetary Relief,Fee Waived,0,3.0,Tier 1 General,1.21,0,0,LOW
CXP-2024-00204,CUST-10172,2024-02-29 10:38:00,Credit Card,Platinum Rewards Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Web Portal,47,Premium Cardholder,Northeast,8,28,4064.21,Urgent issue: Card cloned at gas station regarding Credit Card. I request an immediate refund and resolution. My account tenure is 8 months and I expect better service.,2024-02-29 20:38:00,2024-03-01 20:38:00,Closed with Explanation,Dispute Denied,0,3.0,Fraud Ops,1.42,0,0,HIGH
CXP-2024-00318,CUST-10173,2024-11-10 19:18:00,Personal Loans,Debt Consolidation Loan,Interest Rate Dispute,APR miscalculated on installment schedule,Phone / Contact Center,51,Emerging Wealth,Southeast,17,18,3089.49,Filing a formal complaint about apr miscalculated on installment schedule. Resolution has taken too long and I am considering closing my account.,2024-11-11 00:18:00,2024-11-23 23:18:00,Closed with Explanation,Policy Explanation,0,1.0,Tier 1 General,13.17,1,0,MEDIUM
CXP-2024-00414,CUST-10173,2025-05-16 18:04:00,Digital Banking,Mobile App iOS,Digital Dispute Tool Error,Dispute submission button unresponsive,Written / Mail,51,Emerging Wealth,Southeast,17,18,3089.49,Disputed charge and dispute submission button unresponsive on Mobile App iOS. The app crashed and agent on phone was unable to waive fees.,2025-05-17 13:04:00,2025-05-18 23:04:00,Closed with Non-Monetary Relief,Full Refund,0,5.0,Digital Tech Support,2.21,0,0,LOW
CXP-2024-00349,CUST-10173,2025-07-31 18:28:00,Savings Account,High Yield Savings,Transfer & Withdrawal Limits,ACH transfer failed without notification,Web Portal,51,Emerging Wealth,Southeast,17,18,3089.49,Urgent issue: ACH transfer failed without notification regarding Savings Account. I request an immediate refund and resolution. My account tenure is 17 months and I expect better service.,2025-08-01 17:28:00,2025-08-02 20:28:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Tier 1 General,2.08,0,1,HIGH
CXP-2024-00129,CUST-10174,2024-01-19 19:16:00,Credit Card,Travel Elite Card,Credit Line Decrease,Credit score drop notification error,Phone / Contact Center,28,Mass Market,Northeast,4,12,1622.46,I am writing regarding my Travel Elite Card account. I encountered a severe credit score drop notification error on 2024-01-19. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-01-20 17:16:00,2024-01-26 07:16:00,Closed with Non-Monetary Relief,Statement Credit,1,2.0,Tier 2 Escalations,6.5,1,0,CRITICAL
CXP-2024-00337,CUST-10175,2025-04-16 09:39:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Travel portal booking error,Mobile App,48,Mass Market,Southwest,76,3,672.31,I am writing regarding my Cash Back Preferred account. I encountered a severe travel portal booking error on 2025-04-16. I tried resolving this via Mobile App but the service was disappointing.,2025-04-17 08:39:00,2025-04-18 16:39:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Tier 1 General,2.29,0,0,LOW
CXP-2024-00423,CUST-10176,2024-06-23 13:31:00,Savings Account,Certificate of Deposit (CD),Transfer & Withdrawal Limits,Wire transfer held for security review,Web Portal,40,High Net Worth,Southwest,56,54,7316.62,Extremely frustrated with the wire transfer held for security review on my Certificate of Deposit (CD). This has happened multiple times and customer support failed to resolve it promptly.,2024-06-23 20:31:00,2024-06-29 21:31:00,Closed with Monetary Relief,Fee Waived,0,2.0,Tier 1 General,6.33,1,0,MEDIUM
CXP-2024-00280,CUST-10177,2024-06-10 13:48:00,Digital Banking,Web Online Portal,Digital Dispute Tool Error,Document upload failing for chargeback,Written / Mail,29,Mass Market,West Coast,40,9,944.87,Filing a formal complaint about document upload failing for chargeback. Resolution has taken too long and I am considering closing my account.,2024-06-10 21:48:00,2024-06-15 15:48:00,Closed with Non-Monetary Relief,Statement Credit,0,1.0,Digital Tech Support,5.08,1,0,MEDIUM
CXP-2024-00412,CUST-10177,2025-04-09 17:04:00,Credit Card,Travel Elite Card,Billing & Fee Dispute,Autopay processing error,Mobile App,29,Mass Market,West Coast,40,9,944.87,Urgent issue: Autopay processing error regarding Credit Card. I request an immediate refund and resolution. My account tenure is 40 months and I expect better service.,2025-04-09 23:04:00,2025-04-11 22:04:00,Closed with Explanation,Policy Explanation,0,5.0,Billing Services,2.21,0,0,LOW
CXP-2024-00465,CUST-10177,2025-11-10 11:09:00,Credit Card,Platinum Rewards Card,Rewards Redemption Failure,Travel portal booking error,Web Portal,29,Mass Market,West Coast,40,9,944.87,Urgent issue: Travel portal booking error regarding Credit Card. I request an immediate refund and resolution. My account tenure is 40 months and I expect better service.,2025-11-11 05:09:00,2025-11-20 12:09:00,Closed with Non-Monetary Relief,Fee Waived,1,2.0,Tier 2 Escalations,10.04,1,0,CRITICAL
CXP-2024-00150,CUST-10178,2025-01-12 12:12:00,Digital Banking,Web Online Portal,Digital Dispute Tool Error,Document upload failing for chargeback,Phone / Contact Center,53,Emerging Wealth,Southeast,100,30,4938.62,Disputed charge and document upload failing for chargeback on Web Online Portal. The app crashed and agent on phone was unable to waive fees.,2025-01-13 11:12:00,2025-01-16 17:12:00,Closed with Monetary Relief,Statement Credit,0,1.0,Digital Tech Support,4.21,0,0,MEDIUM
CXP-2024-00218,CUST-10178,2025-03-31 11:22:00,Digital Banking,Mobile App iOS,Digital Dispute Tool Error,Dispute submission button unresponsive,Web Portal,53,Emerging Wealth,Southeast,100,30,4938.62,Disputed charge and dispute submission button unresponsive on Mobile App iOS. The app crashed and agent on phone was unable to waive fees.,2025-04-01 03:22:00,2025-04-05 23:22:00,Closed with Non-Monetary Relief,Statement Credit,1,2.0,Tier 2 Escalations,5.5,1,1,CRITICAL
CXP-2024-00262,CUST-10178,2025-12-08 10:55:00,Savings Account,Certificate of Deposit (CD),Account Maintenance,Monthly maintenance fee assessed despite minimum balance,Mobile App,53,Emerging Wealth,Southeast,100,30,4938.62,I am writing regarding my Certificate of Deposit (CD) account. I encountered a severe monthly maintenance fee assessed despite minimum balance on 2025-12-08. I tried resolving this via Mobile App but the service was disappointing.,2025-12-09 07:55:00,2025-12-13 17:55:00,Closed with Non-Monetary Relief,Fee Waived,0,1.0,Tier 1 General,5.29,1,0,MEDIUM
CXP-2024-00333,CUST-10179,2025-03-04 13:50:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Autopay processing error,Web Portal,72,Emerging Wealth,Northeast,31,21,4174.29,I am writing regarding my Basic Credit Card account. I encountered a severe autopay processing error on 2025-03-04. I tried resolving this via Web Portal but the service was disappointing.,2025-03-04 16:50:00,2025-03-13 00:50:00,Closed with Explanation,Dispute Denied,1,3.0,Tier 2 Escalations,8.46,1,0,CRITICAL
CXP-2024-00057,CUST-10179,2025-07-29 13:50:00,Personal Loans,Unsecured Fixed Loan,Interest Rate Dispute,APR miscalculated on installment schedule,Mobile App,72,Emerging Wealth,Northeast,31,21,4174.29,Filing a formal complaint about apr miscalculated on installment schedule. Resolution has taken too long and I am considering closing my account.,2025-07-29 22:50:00,2025-08-04 18:50:00,Closed with Monetary Relief,Fee Waived,1,2.0,Tier 2 Escalations,6.21,1,0,CRITICAL
CXP-2024-00073,CUST-10180,2024-05-07 08:42:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Travel portal booking error,Web Portal,39,Emerging Wealth,Southwest,134,34,4200.09,Extremely frustrated with the travel portal booking error on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2024-05-08 01:42:00,2024-05-08 09:42:00,Closed with Explanation,Policy Explanation,0,5.0,Tier 1 General,1.04,0,0,LOW
CXP-2024-00121,CUST-10181,2024-06-19 17:10:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Unrecognized charge at foreign merchant,Written / Mail,30,Mass Market,Southeast,63,10,1291.39,Urgent issue: Unrecognized charge at foreign merchant regarding Credit Card. I request an immediate refund and resolution. My account tenure is 63 months and I expect better service.,2024-06-20 09:10:00,2024-06-21 02:10:00,Closed with Non-Monetary Relief,Fee Waived,0,4.0,Fraud Ops,1.38,0,0,HIGH
CXP-2024-00147,CUST-10181,2024-06-22 11:23:00,Savings Account,High Yield Savings,Account Maintenance,Joint owner addition delayed,Web Portal,30,Mass Market,Southeast,63,10,1291.39,I am writing regarding my High Yield Savings account. I encountered a severe joint owner addition delayed on 2024-06-22. I tried resolving this via Web Portal but the service was disappointing.,2024-06-22 13:23:00,2024-06-27 17:23:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Tier 1 General,5.25,1,1,HIGH
CXP-2024-00180,CUST-10181,2025-05-14 20:15:00,Personal Loans,Unsecured Fixed Loan,Interest Rate Dispute,Variable rate increase dispute,Mobile App,30,Mass Market,Southeast,63,10,1291.39,Filing a formal complaint about variable rate increase dispute. Resolution has taken too long and I am considering closing my account.,2025-05-15 08:15:00,2025-05-19 23:15:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,5.12,1,0,MEDIUM
CXP-2024-00419,CUST-10182,2024-01-24 19:24:00,Digital Banking,Mobile App iOS,Digital Dispute Tool Error,Status tracker not updating,Phone / Contact Center,45,Mass Market,Midwest,16,8,1152.66,I am writing regarding my Mobile App iOS account. I encountered a severe status tracker not updating on 2024-01-24. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-01-25 12:24:00,2024-02-08 03:24:00,Closed with Non-Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,14.33,1,0,CRITICAL
CXP-2024-00367,CUST-10182,2025-12-15 14:00:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Card cloned at gas station,Mobile App,45,Mass Market,Midwest,16,8,1152.66,Disputed charge and card cloned at gas station on Cash Back Preferred. The app crashed and agent on phone was unable to waive fees.,2025-12-16 02:00:00,2025-12-16 22:00:00,Closed with Explanation,Policy Explanation,0,3.0,Fraud Ops,1.33,0,0,HIGH
CXP-2024-00240,CUST-10183,2025-05-16 11:11:00,Credit Card,Travel Elite Card,Credit Line Decrease,Requested limit increase denied,Web Portal,48,Emerging Wealth,Southwest,2,28,3797.76,Urgent issue: Requested limit increase denied regarding Credit Card. I request an immediate refund and resolution. My account tenure is 2 months and I expect better service.,2025-05-16 23:11:00,2025-05-22 18:11:00,Closed with Explanation,Policy Explanation,0,3.0,Tier 1 General,6.29,1,0,MEDIUM
CXP-2024-00172,CUST-10184,2024-08-24 09:59:00,Personal Loans,Debt Consolidation Loan,Interest Rate Dispute,APR miscalculated on installment schedule,Mobile App,65,Emerging Wealth,Southwest,89,28,2838.97,Urgent issue: APR miscalculated on installment schedule regarding Personal Loans. I request an immediate refund and resolution. My account tenure is 89 months and I expect better service.,2024-08-24 13:59:00,2024-08-29 14:59:00,Closed with Explanation,Policy Explanation,0,1.0,Tier 1 General,5.21,1,0,MEDIUM
CXP-2024-00409,CUST-10184,2025-11-26 17:41:00,Credit Card,Travel Elite Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Mobile App,65,Emerging Wealth,Southwest,89,28,2838.97,Disputed charge and card cloned at gas station on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2025-11-26 22:41:00,2025-11-28 02:41:00,Closed with Explanation,Dispute Denied,0,4.0,Fraud Ops,1.38,0,0,HIGH
CXP-2024-00137,CUST-10186,2024-07-17 10:15:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Phishing transaction alert,Mobile App,50,Small Business,West Coast,55,68,11887.26,Urgent issue: Phishing transaction alert regarding Credit Card. I request an immediate refund and resolution. My account tenure is 55 months and I expect better service.,2024-07-18 05:15:00,2024-07-18 18:15:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Fraud Ops,1.33,0,0,HIGH
CXP-2024-00363,CUST-10186,2024-10-16 10:32:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Cashback balance calculation error,Mobile App,50,Small Business,West Coast,55,68,11887.26,Extremely frustrated with the cashback balance calculation error on my Travel Elite Card. This has happened multiple times and customer support failed to resolve it promptly.,2024-10-16 21:32:00,2024-10-25 13:32:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Tier 1 General,9.12,1,0,MEDIUM
CXP-2024-00261,CUST-10186,2024-12-27 12:53:00,Digital Banking,Mobile App Android,Mobile App Access/Outage,Two-factor authentication SMS delayed,Phone / Contact Center,50,Small Business,West Coast,55,68,11887.26,Urgent issue: Two-factor authentication SMS delayed regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 55 months and I expect better service.,2024-12-28 07:53:00,2025-01-01 18:53:00,Closed with Explanation,Policy Explanation,0,5.0,Digital Tech Support,5.25,1,1,HIGH
CXP-2024-00079,CUST-10186,2025-07-05 18:51:00,Savings Account,Money Market Account,Interest Rate Dispute,Tiered balance APY threshold issue,Mobile App,50,Small Business,West Coast,55,68,11887.26,Filing a formal complaint about tiered balance apy threshold issue. Resolution has taken too long and I am considering closing my account.,2025-07-06 12:51:00,2025-07-08 01:51:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,2.29,0,0,LOW
CXP-2024-00301,CUST-10187,2024-06-10 17:11:00,Digital Banking,Web Online Portal,Digital Dispute Tool Error,Dispute submission button unresponsive,Mobile App,36,Mass Market,Northeast,33,15,2794.66,Urgent issue: Dispute submission button unresponsive regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 33 months and I expect better service.,2024-06-11 04:11:00,2024-06-12 18:11:00,Closed with Explanation,Policy Explanation,0,5.0,Digital Tech Support,2.04,0,0,LOW
CXP-2024-00401,CUST-10187,2025-01-07 08:02:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Travel portal booking error,Mobile App,36,Mass Market,Northeast,33,15,2794.66,Disputed charge and travel portal booking error on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2025-01-08 08:02:00,2025-01-11 13:02:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Tier 1 General,4.21,0,0,MEDIUM
CXP-2024-00221,CUST-10187,2025-05-22 20:24:00,Personal Loans,Debt Consolidation Loan,Interest Rate Dispute,Prepayment penalty charged unfairly,Phone / Contact Center,36,Mass Market,Northeast,33,15,2794.66,I am writing regarding my Debt Consolidation Loan account. I encountered a severe prepayment penalty charged unfairly on 2025-05-22. I tried resolving this via Phone / Contact Center but the service was disappointing.,2025-05-23 05:24:00,2025-06-03 05:24:00,Closed with Non-Monetary Relief,Full Refund,1,1.0,Tier 2 Escalations,11.38,1,0,CRITICAL
CXP-2024-00462,CUST-10188,2024-04-07 13:04:00,Personal Loans,Unsecured Fixed Loan,Billing & Fee Dispute,Direct debit pulled twice,Branch,38,Mass Market,Northeast,130,7,2176.7,Extremely frustrated with the direct debit pulled twice on my Unsecured Fixed Loan. This has happened multiple times and customer support failed to resolve it promptly.,2024-04-08 13:04:00,2024-04-12 20:04:00,Closed with Explanation,Dispute Denied,0,2.0,Billing Services,5.29,1,0,MEDIUM
CXP-2024-00237,CUST-10188,2024-06-18 10:48:00,Savings Account,Certificate of Deposit (CD),Transfer & Withdrawal Limits,CD early withdrawal penalty error,Mobile App,38,Mass Market,Northeast,130,7,2176.7,I am writing regarding my Certificate of Deposit (CD) account. I encountered a severe cd early withdrawal penalty error on 2024-06-18. I tried resolving this via Mobile App but the service was disappointing.,2024-06-18 19:48:00,2024-06-24 20:48:00,Closed with Monetary Relief,Fee Waived,1,3.0,Tier 2 Escalations,6.42,1,1,CRITICAL
CXP-2024-00394,CUST-10188,2025-09-24 19:07:00,Personal Loans,Debt Consolidation Loan,Billing & Fee Dispute,Origination fee incorrectly applied,Phone / Contact Center,38,Mass Market,Northeast,130,7,2176.7,Disputed charge and origination fee incorrectly applied on Debt Consolidation Loan. The app crashed and agent on phone was unable to waive fees.,2025-09-24 23:07:00,2025-09-26 02:07:00,Closed with Explanation,Dispute Denied,0,4.0,Billing Services,1.29,0,0,LOW
CXP-2024-00144,CUST-10189,2024-06-05 20:25:00,Credit Card,Cash Back Preferred,Credit Line Decrease,Credit score drop notification error,Mobile App,64,Emerging Wealth,West Coast,234,29,4770.02,Extremely frustrated with the credit score drop notification error on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2024-06-05 23:25:00,2024-06-13 07:25:00,Closed with Non-Monetary Relief,Full Refund,0,1.0,Tier 1 General,7.46,1,0,MEDIUM
CXP-2024-00011,CUST-10189,2025-01-26 17:05:00,Credit Card,Travel Elite Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Web Portal,64,Emerging Wealth,West Coast,234,29,4770.02,Extremely frustrated with the late fee charged despite on-time payment on my Travel Elite Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-01-27 11:05:00,2025-01-30 05:05:00,Closed with Monetary Relief,Statement Credit,0,2.0,Billing Services,3.5,0,0,LOW
CXP-2024-00490,CUST-10191,2024-01-27 11:03:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Card cloned at gas station,Phone / Contact Center,33,High Net Worth,West Coast,17,97,13812.6,Filing a formal complaint about card cloned at gas station. Resolution has taken too long and I am considering closing my account.,2024-01-28 03:03:00,2024-02-01 16:03:00,Closed with Monetary Relief,Fee Waived,1,3.0,Tier 2 Escalations,5.21,1,0,CRITICAL
CXP-2024-00010,CUST-10192,2024-07-30 14:56:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,Interest charged during promotional 0% period,Web Portal,57,Mass Market,Southeast,14,13,1860.45,Filing a formal complaint about interest charged during promotional 0% period. Resolution has taken too long and I am considering closing my account.,2024-07-30 16:56:00,2024-08-05 18:56:00,Closed with Explanation,Dispute Denied,0,2.0,Tier 1 General,6.17,1,0,MEDIUM
CXP-2024-00159,CUST-10193,2025-05-08 18:02:00,Savings Account,High Yield Savings,Transfer & Withdrawal Limits,CD early withdrawal penalty error,Mobile App,59,Mass Market,Southeast,13,18,1955.5,Urgent issue: CD early withdrawal penalty error regarding Savings Account. I request an immediate refund and resolution. My account tenure is 13 months and I expect better service.,2025-05-09 18:02:00,2025-05-10 20:02:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Tier 1 General,2.08,0,0,LOW
CXP-2024-00473,CUST-10194,2024-02-24 13:18:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,APR increased without prior notification,Web Portal,35,Mass Market,Southwest,6,15,2248.02,I am writing regarding my Cash Back Preferred account. I encountered a severe apr increased without prior notification on 2024-02-24. I tried resolving this via Web Portal but the service was disappointing.,2024-02-25 06:18:00,2024-03-09 17:18:00,Closed with Monetary Relief,Statement Credit,0,3.0,Tier 1 General,14.17,1,0,MEDIUM
CXP-2024-00435,CUST-10194,2024-02-29 19:45:00,Credit Card,Basic Credit Card,Credit Line Decrease,Requested limit increase denied,Phone / Contact Center,35,Mass Market,Southwest,6,15,2248.02,Filing a formal complaint about requested limit increase denied. Resolution has taken too long and I am considering closing my account.,2024-03-01 18:45:00,2024-03-02 03:45:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,1.33,0,1,HIGH
CXP-2024-00259,CUST-10194,2024-04-08 13:52:00,Personal Loans,Unsecured Fixed Loan,Loan Payoff & Closing,Title release delayed post payment,Mobile App,35,Mass Market,Southwest,6,15,2248.02,Urgent issue: Title release delayed post payment regarding Personal Loans. I request an immediate refund and resolution. My account tenure is 6 months and I expect better service.,2024-04-08 17:52:00,2024-04-14 18:52:00,Closed with Monetary Relief,Full Refund,0,3.0,Tier 1 General,6.21,1,1,HIGH
CXP-2024-00293,CUST-10194,2024-07-01 10:16:00,Personal Loans,Unsecured Fixed Loan,Interest Rate Dispute,Prepayment penalty charged unfairly,Mobile App,35,Mass Market,Southwest,6,15,2248.02,Disputed charge and prepayment penalty charged unfairly on Unsecured Fixed Loan. The app crashed and agent on phone was unable to waive fees.,2024-07-02 04:16:00,2024-07-03 19:16:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Tier 1 General,2.38,0,1,HIGH
CXP-2024-00081,CUST-10194,2025-12-17 09:54:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Credit score drop notification error,Web Portal,35,Mass Market,Southwest,6,15,2248.02,Extremely frustrated with the credit score drop notification error on my Platinum Rewards Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-12-18 06:54:00,2025-12-19 20:54:00,Closed with Monetary Relief,Fee Waived,0,5.0,Tier 1 General,2.46,0,0,LOW
CXP-2024-00120,CUST-10195,2024-06-04 13:47:00,Digital Banking,Mobile App Android,Mobile App Access/Outage,Session timeout during transfer,Mobile App,53,Mass Market,Southwest,97,10,1973.88,Disputed charge and session timeout during transfer on Mobile App Android. The app crashed and agent on phone was unable to waive fees.,2024-06-05 04:47:00,2024-06-11 01:47:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Digital Tech Support,6.5,1,0,MEDIUM
CXP-2024-00466,CUST-10195,2024-07-20 11:23:00,Personal Loans,Debt Consolidation Loan,Loan Payoff & Closing,Overpayment refund check not received,Mobile App,53,Mass Market,Southwest,97,10,1973.88,Filing a formal complaint about overpayment refund check not received. Resolution has taken too long and I am considering closing my account.,2024-07-20 23:23:00,2024-07-21 13:23:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Tier 1 General,1.08,0,1,HIGH
